""	"A"	"Coef"	"t"	"p.value"	"p.value.adj"	"F"	"F.p.value"	"ID"	"M1"	"M2"	"M3"	"M4"	"M5"	"M6"	"M7"	"M8"	"M9"	"H1"	"H2"	"H3"	"H4"	"H5"	"H6"	"H7"	"H8"	"H9"	"N"	"log2.avg.H.M"	"log2.sd.H.M"	"log2.N.H.M"	"log2.avg.I"	"log2.H.M.1"	"log2.H.M.2"	"log2.H.M.3"	"log2.H.M.4"	"log2.H.M.5"	"log2.H.M.6"	"log2.H.M.7"	"log2.H.M.8"	"log2.H.M.9"	"nID"
"Polyadenylate-binding protein 2 [PABPN1 ...] [Q86U42 ...]"	24.8	-1.404	-2.79	0.01195	0.051155	7.8	0.01195	"Polyadenylate-binding protein 2 [PABPN1 ...] [Q86U42 ...]"	25.6095876708714	25.7401666891055	25.6023475199632	24.1316782212942	25.5842362814468	25.3522094831721	25.7850567471039	25.814991796931	25.907342449368	24.3850766774394	25.0817155287193	24.4700608194561	22.0180223252233	23.5039760128801	23.6982806502254	25.396981254379	24.1836357395629	24.1497438937893	18	-1.40445888888889	0.601468019566386	9	26.0875266716928	-1.22451	-0.658449999999998	-1.13229	-2.11366	-2.08026	-1.65393	-0.388080000000002	-1.63135	-1.7576	41
" [ ...] [P62633-2 ...]"	27.57	-1.391	-6.08	1e-05	0.000196	36.91	1e-05	" [ ...] [P62633-2 ...]"	27.711978748694	27.8129762304004	27.8767108949068	28.1923846727787	28.4167462502868	28.4509504896937	28.2115827270131	28.8816254135485	28.8070545638599	26.6631573809597	26.4681955118165	27.0848309053712	27.2508278027614	27.0088425576382	27.0511571636414	26.9224368771752	26.6763461374571	26.717859728679	18	-1.39092666666667	0.479769910425821	9	28.7733118505198	-1.04882	-1.34478	-0.791879999999999	-0.941549999999999	-1.40791	-1.39979	-1.28914	-2.20528	-2.08919	42
"Protein disulfide-isomerase A3 [PDIA3 ...] [P30101 ...]"	26.7	-1.385	-2.98	0.00795	0.035501	8.89	0.00795	"Protein disulfide-isomerase A3 [PDIA3 ...] [P30101 ...]"	27.5773475656079	27.4847265655789	27.2181850246249	26.8125103505659	27.8340702696638	27.8110637194508	27.4383454456387	27.366079380719	27.0204277386315	27.7403761614722	26.4137000791421	25.5469154923795	25.1741925667875	26.7009919294056	25.4711046479102	25.5757009127618	25.8086289247032	25.6666578552594	18	-1.38494444444444	0.696003921973704	9	27.9576157927074	0.163029999999999	-1.07103	-1.67127	-1.63832	-1.13308	-2.33996	-1.86265	-1.55745	-1.35377	43
"Annexin A2 [ANXA2 ...] [P07355-2 ...]"	26.12	-1.371	-4.74	0.00016	0.001865	22.45	0.00016	"Annexin A2 [ANXA2 ...] [P07355-2 ...]"	26.8500364182716	26.0452931282896	26.9817502006864	26.6789102792548	27.2318787313997	26.735272162028	27.2537182830431	26.2706619346745	27.2236770796675	25.7626128433678	25.0452615747212	25.4665374656204	25.453722850192	25.573726646221	25.1557980474055	25.6073309294607	25.314550333709	25.554783806172	18	-1.37076444444444	0.300566112573886	9	27.3225113144776	-1.08743	-1.00003	-1.51521	-1.22519	-1.65815	-1.57947	-1.64639	-0.956109999999999	-1.6689	44
"TNFAIP3-interacting protein 1 [TNIP1 ...] [Q15025 ...]"	25.34	-1.347	-6.29	1e-05	0.000154	39.54	1e-05	"TNFAIP3-interacting protein 1 [TNIP1 ...] [Q15025 ...]"	26.0863538601625	25.5701801556533	25.7515812341088	26.0881057411702	26.2894378623275	26.4301598534215	26.0484776670876	25.8725126272991	26.0220245260937	24.9286075627758	24.3440588384131	24.6123722681126	24.2993457165038	24.7424753154285	24.7949018933871	24.6938609873014	24.5173944337588	25.1040305331667	18	-1.34686444444444	0.272949433600397	9	26.5169135105722	-1.15774	-1.22612	-1.13921	-1.78876	-1.54696	-1.63526	-1.35462	-1.35512	-0.91799	45
"Glyceraldehyde-3-phosphate dehydrogenase [GAPDH ...] [P04406 ...]"	28.02	-1.344	-4.94	1e-04	0.001358	24.45	1e-04	"Glyceraldehyde-3-phosphate dehydrogenase [GAPDH ...] [P04406 ...]"	27.8544387723458	29.0002594863084	28.8761446763849	28.4125521959698	29.0460689249991	28.3385786840949	29.0105077131519	28.8099973537094	28.8430733141526	26.8416397686374	27.3734504945532	27.1075102886159	27.5734206012983	27.792730334909	27.3250121635621	27.2776210566809	27.4383454456387	27.366079380719	18	-1.34397888888889	0.337633085073295	9	29.2058790080894	-1.0128	-1.62681	-1.76863	-0.839130000000001	-1.25334	-1.01357	-1.73289	-1.37165	-1.47699	46
"Polyadenylate-binding protein 4 [PABPC4 ...] [Q13310-3 ...]"	22.37	-1.337	-1.26	0.22296	0.412232	1.59	0.22296	"Polyadenylate-binding protein 4 [PABPC4 ...] [Q13310-3 ...]"	23.6952208400762	23.6202705260525	23.7960707428439	22.2960703604485	23.2362003995959	23.2429180137645	23.0785357532325	20.3812677228616	23.9897527212755	23.4527774453937	23.013178971568	23.210416197378	19.4490665317203	23.1992355248702	22.4025296334295	18.0638634021086	21.7391485623774	20.7771346134635	18	-1.33655	1.96270984472362	9	23.9315411337188	-0.242439999999998	-0.607090000000003	-0.585650000000001	-2.847	-0.0369600000000005	-0.840390000000003	-5.01468	1.35788	-3.21262	47
"Destrin [DSTN ...] [P60981 ...]"	22.5	-1.335	-2.16	0.04463	0.133206	4.65	0.04463	"Destrin [DSTN ...] [P60981 ...]"	24.436514316367	22.5671418296571	22.9733072249449	22.9409524799149	24.4964390304005	21.9355009376891	23.9789656891501	22.3221711582853	22.8938403953339	21.6047354070121	21.3394835643776	21.791249537478	21.9187006012191	22.0717522952009	20.9690231357733	23.1499171567067	21.4433470679754	22.2428982640448	18	-1.33485777777778	0.760616550697158	9	23.885521361389	-2.83177	-1.22766	-1.18206	-1.02225	-2.42469	-0.966480000000001	-0.829049999999999	-0.878820000000001	-0.650940000000002	48
"Profilin-1 [PFN1 ...] [P07737 ...]"	29.55	-1.33	-4.73	0.00016	0.001865	22.4	0.00016	"Profilin-1 [PFN1 ...] [P07737 ...]"	29.990770518707	30.1174993072786	29.0995882502149	30.8779263403806	30.8797424757538	30.6014614771141	30.126048069016	30.2887551457221	29.9947212006618	28.7291559263954	28.6784831379801	28.3516887356061	29.2964370456848	29.3703648633347	29.3651252488395	28.647298343806	28.6420662964907	28.9220860690696	18	-1.33042222222222	0.284661699863969	9	30.7760414613429	-1.26161	-1.43902	-0.747899999999998	-1.58149	-1.50938	-1.23633	-1.47875	-1.64669	-1.07263	49
"F-actin-capping protein subunit alpha-1 [CAPZA1 ...] [P52907 ...]"	27.16	-1.323	-4.33	0.00039	0.003717	18.76	0.00039	"F-actin-capping protein subunit alpha-1 [CAPZA1 ...] [P52907 ...]"	28.2313899681593	28.5664155715621	28.3841723858684	27.1515114630356	27.0430294066953	26.9716639535721	28.0762061417418	27.9393658349593	27.9924550182607	26.9496811599103	27.0964664838743	27.0204277386315	25.7628006473495	25.7099467177938	25.4928082825795	26.6826017957933	26.8407084766502	26.8908511911318	18	-1.32332444444444	0.14053217586296	9	28.4099989511987	-1.28171	-1.46995	-1.36374	-1.38871	-1.33308	-1.47885	-1.39361	-1.09866	-1.10161	50
"Histone acetyltransferase KAT6A [KAT6A ...] [Q92794 ...]"	22.26	-1.506	-2.46	0.02493	0.087693	6.04	0.02493	"Histone acetyltransferase KAT6A [KAT6A ...] [Q92794 ...]"	23.6436348746877	22.8711333204815	21.6047354070121	23.5208949916704	22.5948251856004	23.5945534614864	23.4824813664087	23.0229119808814	21.9250373406283	NA	20.3871383347406	19.5935654461795	22.8445010651208	22.807552569389	22.9318568968042	20.886175357129	21.0752738568784	21.6227332856194	17	-1.30847125	1.07474999449623	8	23.5643797671705	NA	-2.48399	-2.01117	-0.676390000000001	0.212719999999997	-0.662690000000001	-2.5963	-1.94764	-0.302309999999999	51
"Heat shock protein HSP 90-alpha [HSP90AA1 ...] [P07900-2 ...]"	25.13	-1.308	-2.23	0.03888	0.121716	4.96	0.03888	"Heat shock protein HSP 90-alpha [HSP90AA1 ...] [P07900-2 ...]"	27.4443562535419	27.0236424261132	26.7603051959007	24.7898535578699	25.9462918371092	25.9374756879525	24.6686070330017	25.0925586934316	24.3677438777808	26.1842536508008	25.6693924044563	25.9227438863782	23.2022514865209	23.7689105830548	23.625259966276	23.8310387277328	24.7232966229758	23.3328132382164	18	-1.30787666666667	0.636916076967759	9	26.6656079900802	-1.26011	-1.35425	-0.837569999999999	-1.5876	-2.17738	-2.31222	-0.837569999999999	-0.369260000000001	-1.03493	52
"Thioredoxin [TXN ...] [P10599 ...]"	27	-1.303	-3.69	0.00167	0.01175	13.59	0.00167	"Thioredoxin [TXN ...] [P10599 ...]"	27.0964664838743	27.2508278027614	26.4927291512467	28.6711298952449	28.283963568046	28.3107398720084	27.640960688493	27.5870508204426	27.496707938764	25.7901741392027	25.8776904831292	25.2700564106775	27.3298468826814	26.9155859584545	27.1949315492592	26.3397922503916	26.2613777580502	26.1250356093896	18	-1.30289777777778	0.0847015809737012	9	28.2796859572219	-1.3063	-1.37314	-1.22267	-1.34128	-1.36837	-1.11581	-1.30117	-1.32567	-1.37167	53
"Pancreatic progenitor cell differentiation and proliferation factor [PPDPF ...] [Q9H3Y8 ...]"	22.96	-1.327	-4.86	0.00038	0.00361	23.61	0.00038	"Pancreatic progenitor cell differentiation and proliferation factor [PPDPF ...] [Q9H3Y8 ...]"	23.4463100623477	23.7106776466586	23.6111248492098	24.190960884149	23.5138657044875	NA	NA	NA	23.1691887672565	22.4387667183206	22.4598688836301	22.7062646162475	22.3963525337687	21.9319896635076	NA	NA	NA	21.9071914319778	12	-1.30028333333333	0.337528378698246	6	23.5467419102938	-1.00754	-1.25081	-0.904859999999999	-1.79461	-1.58188	NA	NA	NA	-1.262	54
" [TPM1 ...] [H7BYY1 ...]"	21.65	-1.254	-1.22	0.2413	0.436906	1.48	0.2413	" [TPM1 ...] [H7BYY1 ...]"	20.5830223034873	NA	23.3666137748423	22.9539648008226	22.3210632053413	19.4509462445432	23.5346979269962	22.8883249771049	23.2732259626197	20.7458120980808	NA	21.877942742164	21.4353160094467	18.0694987943415	19.6056348143871	21.3555923313558	22.2908394365722	22.6058554251875	16	-1.29817	1.45000085747758	8	23.0878962578107	0.162789999999998	NA	-1.48867	-1.51864	-4.25156	0.154680000000003	-2.17911	-0.597480000000001	-0.667370000000002	55
"UPF0693 protein C10orf32 [C10orf32 ...] [Q96B45 ...]"	23.27	-1.28	-1.52	0.14578	0.30978	2.31	0.14578	"UPF0693 protein C10orf32 [C10orf32 ...] [Q96B45 ...]"	22.1242906660902	24.4727966811911	24.5288748849354	24.5813023388097	21.3159489038572	24.6518703038818	24.6351810790074	24.4852246761834	24.4324710490672	20.9885126371221	22.2726092044545	22.6104869351274	23.6839367631301	21.4335722057802	23.6075461388153	22.8313005612871	23.595519371139	22.6862980294642	18	-1.27979555555556	0.713659285165391	9	24.7149468501317	-1.13578	-2.20019	-1.91838	-0.897359999999999	0.117619999999999	-1.04432	-1.80388	-0.889700000000001	-1.74617	56
"Transcription factor HIVEP2 [HIVEP2 ...] [P31629 ...]"	23.07	-1.215	-0.63	0.54178	0.711528	0.39	0.54178	"Transcription factor HIVEP2 [HIVEP2 ...] [P31629 ...]"	25.4358268086469	26.054579938419	26.1482471020253	17.4498960615719	NA	23.8306931020611	21.6201634548978	25.408189468233	NA	24.5681378432329	23.4559239403919	24.2048356190156	17.4498960615719	NA	23.437858748701	20.7336421255692	23.1833240550987	NA	14	-1.27342571428571	0.985033878213625	7	25.1316079093619	-0.86769	-2.59866	-1.94341	0	NA	-0.39283	-0.886519999999997	-2.22487	NA	57
" [ ...] [P62633-4 ...]"	22.72	-1.269	-2.59	0.01833	0.069265	6.72	0.01833	" [ ...] [P62633-4 ...]"	23.5823510397007	22.985080281854	23.0104277801581	23.4280504094321	24.0587011239898	23.9339431068472	23.9161654392847	22.5472823586466	22.7062646162475	21.9815984848084	21.7980695501777	22.1463317542359	22.0532055696912	22.8812670650176	22.615316837821	23.1875655848339	20.8898846551277	21.1918182325286	18	-1.26924333333333	0.317391857212815	9	23.968417812389	-1.60075	-1.18701	-0.864100000000001	-1.37484	-1.17743	-1.31862	-0.7286	-1.6574	-1.51444	58
"Protein FAM65B [FAM65B ...] [Q9Y4F9 ...]"	21.54	-1.258	-2.65	0.01632	0.06486	7	0.01632	"Protein FAM65B [FAM65B ...] [Q9Y4F9 ...]"	21.9004077501441	23.2022514865209	23.1749804959411	21.1554380004791	21.1141529856147	21.236557033088	22.8015220241145	22.1826897077027	22.7448722003063	21.2579382212215	22.0690098797543	21.9104523632629	19.7344988134407	19.4471931266585	20.4364280250981	21.1639017906357	20.9533924758266	21.21934895071	18	-1.25785666666667	0.356095026186831	9	22.8886383302138	-0.642469999999999	-1.13324	-1.26453	-1.42094	-1.66696	-0.800129999999999	-1.63762	-1.2293	-1.52552	59
"Ubiquitin-associated protein 2-like [UBAP2L ...] [Q14157-5 ...]"	26.28	-1.25	-3.64	0.00184	0.012547	13.26	0.00184	"Ubiquitin-associated protein 2-like [UBAP2L ...] [Q14157-5 ...]"	26.1195731957155	26.5249549761875	26.9198261690182	27.9464948954234	27.0264962212846	27.3455324969594	27.1882872066084	27.1558978319625	25.949520453564	24.949900110609	25.557053652883	25.3796494979807	25.8703087842187	25.8844980342026	26.1180409370471	25.8145679764005	25.7354633675414	25.6184743191512	18	-1.24984777777778	0.468215651403757	9	27.5077765014737	-1.16967	-0.9679	-1.54018	-2.07618	-1.142	-1.22749	-1.37372	-1.42044	-0.331050000000001	60
"Hsc70-interacting protein [ST13 ...] [P50502 ...]"	24.21	-1.242	-2.59	0.01824	0.069265	6.73	0.01824	"Hsc70-interacting protein [ST13 ...] [P50502 ...]"	25.3966099160955	25.5804133816772	25.2334430375798	25.3953391139696	23.5731989254981	23.6654509962879	24.8740725699068	24.898337261205	24.8389149612286	24.7629546817477	23.7649135343154	24.7419844268635	23.0187090974943	22.6401477054547	22.2828981499809	23.8406212383807	23.3159253628514	23.9089817953312	18	-1.24207111111111	0.604321877095403	9	25.5027025439431	-0.633659999999999	-1.8155	-0.49146	-2.37663	-0.933050000000001	-1.38255	-1.03345	-1.58241	-0.929929999999999	61
"S-phase kinase-associated protein 1 [SKP1 ...] [P63208 ...]"	26.46	-1.231	-1.64	0.11917	0.272471	2.67	0.11917	"S-phase kinase-associated protein 1 [SKP1 ...] [P63208 ...]"	25.5984769372646	28.0296582594562	28.0914679462815	27.6630427480903	27.3934494489665	27.0207790222038	27.4843672795296	26.9612372741908	25.3978680102001	26.3639446588841	26.3264061579769	26.7662718434566	23.796896676105	26.1420693780692	26.2794101584123	26.823850519482	25.3467436941043	24.7190136380865	18	-1.23064	1.23385772217667	9	27.8265593322184	0.765460000000001	-1.70325	-1.3252	-3.86614	-1.25138	-0.74137	-0.660519999999998	-1.6145	-0.67886	62
"SAM and SH3 domain-containing protein 3 [SASH3 ...] [O75995 ...]"	24.55	-1.229	-4.85	0.00013	0.00157	23.52	0.00013	"SAM and SH3 domain-containing protein 3 [SASH3 ...] [O75995 ...]"	25.4648263077716	24.7152474461071	25.1769437306724	24.887571857187	24.8094005375102	25.4630978655	25.4884946695203	25.1532116452546	25.3223787619571	24.6121897707936	23.6952208400762	24.0636660481376	23.5657170665659	23.6695913813272	23.5518831719747	24.0431600055245	23.9406958042577	24.2824251939959	18	-1.22851222222222	0.308933083481592	9	25.7083774237471	-0.852640000000001	-1.02003	-1.11327	-1.32185	-1.13981	-1.91122	-1.44533	-1.21251	-1.03995	63
"Activated RNA polymerase II transcriptional coactivator p15 [SUB1 ...] [P53999 ...]"	27.88	-1.222	-4.63	0.00021	0.002245	21.4	0.00021	"Activated RNA polymerase II transcriptional coactivator p15 [SUB1 ...] [P53999 ...]"	28.6784831379801	28.3126334873492	28.3472549793101	29.0934428689244	29.1396258163304	29.1372835046897	27.9631543741004	27.8634431643441	27.8991537427137	27.6272489958324	27.8544387723458	27.6960322376243	27.1722671660225	26.4516072008871	26.897021262061	27.1794510278927	27.2724795618236	27.2885502675387	18	-1.22170555555555	0.834969477407875	9	29.0860533001919	-1.05123	-0.458189999999998	-0.651219999999999	-1.92117	-2.68802	-2.24026	-0.7837	-0.590959999999999	-0.610599999999998	64
"LIM domain-containing protein 2 [LIMD2 ...] [Q9BT23 ...]"	26.52	-1.214	-3.98	0.00087	0.006749	15.81	0.00087	"LIM domain-containing protein 2 [LIMD2 ...] [Q9BT23 ...]"	26.8613295815264	26.7249645080933	26.8086415799878	27.5325496590084	27.7095251546532	26.9553837771603	27.0115039686192	27.0727127681711	27.4287217846294	24.8522379273696	25.0589211120521	25.3032141610985	25.9835385768465	26.7155603953825	26.2193855168015	26.4125502844375	26.1289730575284	26.5039392930633	18	-1.21411111111111	0.480306314122676	9	27.7059508970612	-2.00909	-1.66604	-1.50543	-1.54901	-0.993970000000001	-0.735990000000001	-0.598950000000002	-0.943740000000002	-0.924779999999998	65
"Regulator of cell cycle RGCC [RGCC ...] [Q9H4X1 ...]"	21.31	-1.197	-1.49	0.15233	0.318293	2.23	0.15233	"Regulator of cell cycle RGCC [RGCC ...] [Q9H4X1 ...]"	22.3040102191872	22.1125025224762	20.3344409188577	22.8124775879557	23.4592236411495	23.5818410205147	18.900508988045	21.8282576080768	21.8591388672947	19.2597925870423	20.7475739629694	20.8543960921047	21.9039275066303	22.1390149014303	21.8737839344357	19.5851154634793	19.5884786406735	20.4715226630427	18	-1.19653333333333	1.19436806669887	9	22.8951417750578	-3.04422	-1.36493	0.519959999999998	-0.908550000000002	-1.32021	-1.70806	0.684609999999999	-2.23978	-1.38762	66
"Importin subunit beta-1 [KPNB1 ...] [Q14974 ...]"	23.41	-1.186	-2.57	0.01921	0.0717	6.6	0.01921	"Importin subunit beta-1 [KPNB1 ...] [Q14974 ...]"	24.7940532025892	23.4967695126075	24.9080861147773	24.3935954972068	23.0286886179977	22.7087666139096	24.1452791125658	24.2147998317396	24.3486323662395	23.5176243158628	23.1503628932226	23.4129807146502	22.3084887143784	22.4266465433083	22.4857726814862	21.8678147162603	23.2834868543172	22.9122153079884	18	-1.18592111111111	0.724939125710642	9	24.6707884377343	-1.27643	-0.346410000000002	-1.49511	-2.08511	-0.602040000000002	-0.223000000000003	-2.27747	-0.93131	-1.43641	67
"Histone H2B type 1-C/E/F/G/I [HIST1H2BC ...] [P62807 ...]"	25.36	-1.185	-3.63	0.00187	0.012591	13.21	0.00187	"Histone H2B type 1-C/E/F/G/I [HIST1H2BC ...] [P62807 ...]"	26.1944903843616	27.2703636518241	26.6103245672745	25.1807942942114	25.5418488914972	25.7718471548684	25.3572770970518	25.9952625050931	25.6788865558608	25.305660474832	24.9400434108666	24.8987628127173	24.9334575883007	24.267914906341	24.5965491774668	24.8800249548611	24.7928012781037	24.3187036913463	18	-1.18524333333333	0.622079296573195	9	26.5950239011263	-0.888829999999999	-2.33032	-1.71156	-0.247329999999998	-1.27394	-1.1753	-0.477260000000001	-1.20246	-1.36019	68
"Cytochrome b-c1 complex subunit Rieske, mitochondrial [UQCRFS1 ...] [P47985 ...]"	23.69	-1.147	-1.71	0.10523	0.254548	2.91	0.10523	"Cytochrome b-c1 complex subunit Rieske, mitochondrial [UQCRFS1 ...] [P47985 ...]"	22.4753525683342	23.2764491833775	24.2471744823186	25.0784580968778	24.4126545503087	24.7303606322836	24.7232966229758	24.8650217454461	24.5369894351254	23.6401245836176	21.4549138791519	21.4779548866485	23.8709749087813	22.7030605453233	22.8375167419626	22.7307611516555	24.6467254381379	24.6631110079732	18	-1.14673555555555	1.2502799880138	9	25.049018570203	1.16477	-1.82154	-2.76922	-1.20749	-1.70959	-1.89284	-1.99254	-0.21829	0.12612	69
"Myc box-dependent-interacting protein 1 [BIN1 ...] [O00499 ...]"	23.2	-1.135	-4.06	0.00073	0.005795	16.45	0.00073	"Myc box-dependent-interacting protein 1 [BIN1 ...] [O00499 ...]"	24.473332855099	23.6927451983344	24.3161959850154	23.2543468558179	23.5039760128801	23.643581330303	23.7233902803167	23.852835493122	23.4242955791678	23.5777191979961	22.9591684607998	22.8209597477347	22.4483226034126	22.257104797653	22.6016563690883	21.9995425229017	22.4597919034111	22.5472823586466	18	-1.13479777777778	0.345960287669617	9	24.3636239873427	-0.895610000000001	-0.73358	-1.49524	-0.80603	-1.24688	-1.04192	-1.72385	-1.39305	-0.877019999999998	70
"Heterogeneous nuclear ribonucleoproteins C1/C2 [HNRNPC ...] [P07910-2 ...]"	25.38	-1.114	-2.03	0.05708	0.163228	4.13	0.05708	"Heterogeneous nuclear ribonucleoproteins C1/C2 [HNRNPC ...] [P07910-2 ...]"	26.8765864133834	26.9401313312278	26.7325021586875	25.5562188241196	25.7445352967082	23.8743845813183	25.9061494669924	25.8834288751644	25.9227438863782	25.4906334425505	25.1947972527139	25.7231914785253	25.1856348678796	23.9116736529648	24.0734071119146	24.0638692681659	24.0409489219065	25.7310149160787	18	-1.11350222222222	0.805344234175327	9	26.6921374091728	-1.38596	-1.74533	-1.00931	-0.37059	-1.83287	0.19903	-1.84228	-1.84248	-0.19173	71
"Leupaxin [LPXN ...] [O60711 ...]"	26.47	-1.106	-2.55	0.0202	0.074477	6.48	0.0202	"Leupaxin [LPXN ...] [O60711 ...]"	26.9465085479247	26.9258132570778	26.9078672706584	26.8997456720212	27.2136087185315	27.2865951416849	26.6634821803987	27.0577675061889	27.2833679226546	25.2426532569682	26.5782591224419	26.7376385363103	25.7517066261271	24.4689666197044	24.5396501675615	26.2211997230526	26.8625125914241	26.8281297614269	18	-1.10600555555556	1.05365043729065	9	27.6624605207332	-1.70386	-0.347549999999998	-0.17023	-1.14804	-2.74464	-2.74695	-0.44228	-0.195260000000001	-0.45524	72
"Transitional endoplasmic reticulum ATPase [VCP ...] [P55072 ...]"	25.78	-1.1	-2.21	0.04001	0.124287	4.89	0.04001	"Transitional endoplasmic reticulum ATPase [VCP ...] [P55072 ...]"	26.3264061579769	27.289211374611	27.5097994371395	25.0026663425593	25.8508300601878	25.6784792484892	26.4188706250114	26.622819133288	26.2468068316268	25.7162164815355	26.7739956497173	26.834330527072	24.4085279701342	24.3317753208862	24.4348276778378	25.1242297717347	25.1992170040049	24.224878451255	18	-1.09976444444444	0.525215144110276	9	27.1170931930156	-0.610189999999999	-0.51521	-0.675469999999997	-0.594139999999999	-1.51905	-1.24365	-1.29464	-1.4236	-2.02193	73
