Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides b1t1	Peptides b1t2	Peptides b1t3	Peptides b2t1	Peptides b2t2	Peptides b2t3	Peptides b3t1	Peptides b3t2	Peptides b3t3	Razor + unique peptides b1t1	Razor + unique peptides b1t2	Razor + unique peptides b1t3	Razor + unique peptides b2t1	Razor + unique peptides b2t2	Razor + unique peptides b2t3	Razor + unique peptides b3t1	Razor + unique peptides b3t2	Razor + unique peptides b3t3	Unique peptides b1t1	Unique peptides b1t2	Unique peptides b1t3	Unique peptides b2t1	Unique peptides b2t2	Unique peptides b2t3	Unique peptides b3t1	Unique peptides b3t2	Unique peptides b3t3	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Slice average	Slice 1	Experiment b1t1	Experiment b1t2	Experiment b1t3	Experiment b2t1	Experiment b2t2	Experiment b2t3	Experiment b3t1	Experiment b3t2	Experiment b3t3	PEP	Ratio H/L	Ratio H/L normalized	Ratio H/L variability [%]	Ratio H/L count	Ratio H/L b1t1	Ratio H/L normalized b1t1	Ratio H/L variability [%] b1t1	Ratio H/L count b1t1	Ratio H/L b1t2	Ratio H/L normalized b1t2	Ratio H/L variability [%] b1t2	Ratio H/L count b1t2	Ratio H/L b1t3	Ratio H/L normalized b1t3	Ratio H/L variability [%] b1t3	Ratio H/L count b1t3	Ratio H/L b2t1	Ratio H/L normalized b2t1	Ratio H/L variability [%] b2t1	Ratio H/L count b2t1	Ratio H/L b2t2	Ratio H/L normalized b2t2	Ratio H/L variability [%] b2t2	Ratio H/L count b2t2	Ratio H/L b2t3	Ratio H/L normalized b2t3	Ratio H/L variability [%] b2t3	Ratio H/L count b2t3	Ratio H/L b3t1	Ratio H/L normalized b3t1	Ratio H/L variability [%] b3t1	Ratio H/L count b3t1	Ratio H/L b3t2	Ratio H/L normalized b3t2	Ratio H/L variability [%] b3t2	Ratio H/L count b3t2	Ratio H/L b3t3	Ratio H/L normalized b3t3	Ratio H/L variability [%] b3t3	Ratio H/L count b3t3	Sequence coverage b1t1 [%]	Sequence coverage b1t2 [%]	Sequence coverage b1t3 [%]	Sequence coverage b2t1 [%]	Sequence coverage b2t2 [%]	Sequence coverage b2t3 [%]	Sequence coverage b3t1 [%]	Sequence coverage b3t2 [%]	Sequence coverage b3t3 [%]	Intensity	Intensity L	Intensity H	Intensity b1t1	Intensity L b1t1	Intensity H b1t1	Intensity b1t2	Intensity L b1t2	Intensity H b1t2	Intensity b1t3	Intensity L b1t3	Intensity H b1t3	Intensity b2t1	Intensity L b2t1	Intensity H b2t1	Intensity b2t2	Intensity L b2t2	Intensity H b2t2	Intensity b2t3	Intensity L b2t3	Intensity H b2t3	Intensity b3t1	Intensity L b3t1	Intensity H b3t1	Intensity b3t2	Intensity L b3t2	Intensity H b3t2	Intensity b3t3	Intensity L b3t3	Intensity H b3t3	Only identified by site	Reverse	Contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
E7EP74;Q14789;E7EU81;H0Y867;E7EWX1	E7EP74;Q14789;E7EU81;H0Y867;E7EWX1	1;1;1;1;1	1;1;1;1;1	1;1;1;1;1	Golgin subfamily B member 1	GOLGB1	>tr|E7EP74|E7EP74_HUMAN Golgin subfamily B member 1 OS=Homo sapiens GN=GOLGB1 PE=4 SV=1;>sp|Q14789|GOGB1_HUMAN Golgin subfamily B member 1 OS=Homo sapiens GN=GOLGB1 PE=1 SV=2;>tr|E7EU81|E7EU81_HUMAN Golgin subfamily B member 1 (Fragment) OS=Homo sapiens GN	5	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.5	0.5	0.5	377.13	3269	3269;3259;1640;1031;972	1	1			1							0.0025909	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				160	255	True	262	1176	1244	1244		
H7BY87;Q96RU3;Q96RU3-2;E9PGQ4;Q96RU3-3;H0Y7W6;Q96RU3-4;E7EPB7	H7BY87;Q96RU3;Q96RU3-2;E9PGQ4;Q96RU3-3;H0Y7W6;Q96RU3-4;E7EPB7	1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1	Formin-binding protein 1	FNBP1	>tr|H7BY87|H7BY87_HUMAN Formin-binding protein 1 OS=Homo sapiens GN=FNBP1 PE=4 SV=1;>sp|Q96RU3|FNBP1_HUMAN Formin-binding protein 1 OS=Homo sapiens GN=FNBP1 PE=1 SV=2;>sp|Q96RU3-2|FNBP1_HUMAN Isoform 2 of Formin-binding protein 1 OS=Homo sapiens GN=FNBP1;>	8	1	1	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	3.7	3.7	3.7	71.448	617	617;617;616;608;592;573;551;245	1	2			1			1				0.00023839	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	0	0	3.7	0	0	3.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				161	2337	True	2398	10610;10611	11051;11052	11051		
P16070;P16070-5;E7EPC6;P16070-7;P16070-3;P16070-4;P16070-6;P16070-17;P16070-9;P16070-8;P16070-16;P16070-10;P16070-11;P16070-13;P16070-14;P16070-12;P16070-18;H0Y5E4;P16070-15;H0YCV9;H0YDW7;H0Y2P0;H0YD17;H0YDX6;H0YD13;H0YEU1;H0YEV3;H0YD90;E9PKC6;H0YF08;P16070-19;Q86UZ1	P16070;P16070-5;E7EPC6;P16070-7;P16070-3;P16070-4;P16070-6;P16070-17;P16070-9;P16070-8;P16070-16;P16070-10;P16070-11;P16070-13;P16070-14;P16070-12;P16070-18;H0Y5E4;P16070-15;H0YCV9;H0YDW7;H0Y2P0;H0YD17;H0YDX6;H0YD13	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;3;2;2;2;2;1;1;1	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;3;2;2;2;2;1;1;1	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;3;2;2;2;2;1;1;1	CD44 antigen	CD44	>sp|P16070|CD44_HUMAN CD44 antigen OS=Homo sapiens GN=CD44 PE=1 SV=3;>sp|P16070-5|CD44_HUMAN Isoform 5 of CD44 antigen OS=Homo sapiens GN=CD44;>tr|E7EPC6|E7EPC6_HUMAN CD44 antigen OS=Homo sapiens GN=CD44 PE=4 SV=2;>sp|P16070-7|CD44_HUMAN Isoform 7 of CD44 	32	5	5	5	3	3	3	2	3	1	2	1	3	3	3	3	2	3	1	2	1	3	3	3	3	2	3	1	2	1	3	8.5	8.5	8.5	81.537	742	742;734;714;713;711;699;699;691;675;674;668;493;429;425;396;361;340;294;294;249;240;287;230;181;185;249;243;195;78;187;139;80	1	23	3	3	3	2	4	2	2	1	3	2.5923E-26	1.9212	1.2556	13.808	20	1.7459	1.2745	5.3046	3	1.9671	1.3073	12.364	3	NaN	NaN	NaN	2	NaN	NaN	NaN	2	2.1327	1.2518	15.656	4	NaN	NaN	NaN	2	NaN	NaN	NaN	2	NaN	NaN	NaN	1	NaN	NaN	NaN	1	4.2	4	4.2	2.6	4.2	1.6	3	1.2	5.7	715480000	243250000	472230000	151580000	51867000	99717000	117060000	38478000	78583000	74101000	24576000	49525000	48747000	16139000	32608000	113410000	36628000	76783000	59669000	19863000	39806000	87610000	33440000	54170000	25100000	8876500	16223000	38200000	13384000	24816000				162	178;611;2143;2480;2532	True;True;True;True;True	184;626;2200;2546;2598	778;779;780;781;782;783;784;2913;2914;2915;2916;2917;9671;11179;11180;11181;11182;11183;11184;11185;11186;11418;11419	810;811;812;813;814;815;816;817;818;819;820;821;3043;3044;3045;3046;3047;10087;11619;11620;11621;11622;11623;11624;11852;11853	815;3046;10087;11620;11852		
Q9P0K1;G5E951;Q9P0K1-2;Q9P0K1-5;Q9P0K1-3;Q9P0K1-4;F8WAD8;E7EPF1;E9PF78	Q9P0K1;G5E951;Q9P0K1-2;Q9P0K1-5;Q9P0K1-3;Q9P0K1-4;F8WAD8;E7EPF1;E9PF78	1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1	Disintegrin and metalloproteinase domain-containing protein 22	ADAM22	>sp|Q9P0K1|ADA22_HUMAN Disintegrin and metalloproteinase domain-containing protein 22 OS=Homo sapiens GN=ADAM22 PE=1 SV=1;>tr|G5E951|G5E951_HUMAN ADAM metallopeptidase domain 22, isoform CRA_l OS=Homo sapiens GN=ADAM22 PE=4 SV=1;>sp|Q9P0K1-2|ADA22_HUMAN Is	9	1	1	1	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	1.3	1.3	1.3	100.43	906	906;899;899;870;859;823;804;342;196	1	3	1	1					1			0.0011976	NaN	NaN	NaN	1	NaN	NaN	NaN	1	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	1.3	1.3	0	0	0	0	1.3	0	0	98070000	972900	97097000	34498000	972900	33525000	31425000	0	31425000	0	0	0	0	0	0	0	0	0	0	0	0	32147000	0	32147000	0	0	0	0	0	0				163	1285	True	1309	5864;5865;5866	6108;6109;6110	6109		
Q9Y520-7;Q9Y520;E9PF21;Q9Y520-5;E7EPN9;Q9Y520-4;Q9Y520-6;Q9Y520-3;Q9Y520-2;H7C5N8;H0Y877;A8MQ02;P55196;P55196-1;C9JX92;P55196-3;B4E3S2;H0Y9I0	Q9Y520-7;Q9Y520;E9PF21;Q9Y520-5;E7EPN9;Q9Y520-4;Q9Y520-6;Q9Y520-3;Q9Y520-2	16;16;16;16;16;16;16;13;12;7;5;1;1;1;1;1;1;1	16;16;16;16;16;16;16;13;12;7;5;1;1;1;1;1;1;1	15;15;15;15;15;15;15;12;12;7;5;1;1;1;1;1;1;1	Protein PRRC2C	PRRC2C	>sp|Q9Y520-7|PRC2C_HUMAN Isoform 7 of Protein PRRC2C OS=Homo sapiens GN=PRRC2C;>sp|Q9Y520|PRC2C_HUMAN Protein PRRC2C OS=Homo sapiens GN=PRRC2C PE=1 SV=4;>tr|E9PF21|E9PF21_HUMAN Protein PRRC2C OS=Homo sapiens GN=PRRC2C PE=4 SV=1;>sp|Q9Y520-5|PRC2C_HUMAN Iso	18	16	16	15	5	7	6	8	13	12	7	7	2	5	7	6	8	13	12	7	7	2	4	6	6	7	12	11	6	6	2	7.4	7.4	7.1	317.08	2898	2898;2896;2850;2849;2819;2817;2752;2700;2653;1300;763;1824;1824;1816;1743;1743;270;129	1	72	6	7	6	9	15	12	8	7	2	4.2834E-115	2.0418	1.2853	81.039	70	2.0507	1.3411	57.343	6	1.6646	1.1062	40.65	7	1.7361	1.0749	131.97	6	2.346	1.4104	93.598	8	2.1834	1.2816	85.86	15	2.214	1.4426	75.696	11	1.952	1.2361	29.132	8	1.9649	1.2891	95.443	7	NaN	NaN	NaN	2	1.8	2.6	2.5	2.8	6.7	5.7	3.5	3.5	1.3	1065700000	441880000	623850000	80911000	28668000	52244000	70744000	23350000	47394000	116770000	59644000	57126000	130730000	52458000	78276000	219010000	77191000	141820000	158010000	60760000	97248000	118850000	43884000	74968000	122500000	59197000	63300000	48201000	36728000	11473000				164	14;455;812;913;937;1075;1343;1373;1518;1698;1746;1788;1840;1969;2016;2018	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	14;467;828;932;957;1097;1367;1397;1561;1747;1798;1841;1893;2024;2071;2073	66;67;68;69;70;2197;2198;2199;2200;2201;2202;2203;3762;4151;4152;4153;4154;4155;4156;4157;4266;4267;4268;4269;4957;4958;4959;4960;4961;4962;4963;4964;4965;4966;6106;6107;6108;6109;6110;6111;6112;6231;6232;6233;6234;6235;6236;6237;6238;6879;7633;7634;7635;7636;7637;7875;7876;7877;7878;8052;8240;8241;8242;8243;8244;8245;8804;8805;9055;9061;9062;9063	74;75;76;77;78;79;2320;2321;2322;2323;2324;2325;3911;4301;4302;4303;4304;4305;4306;4396;4397;5178;5179;5180;5181;5182;5183;5184;6324;6325;6326;6327;6328;6329;6457;6458;6459;6460;6461;6462;6463;6464;7122;7914;7915;7916;7917;8177;8178;8179;8347;8544;8545;8546;8547;8548;8549;8550;9141;9142;9410;9416;9417;9418	76;2324;3911;4305;4397;5181;6328;6463;7122;7915;8177;8347;8548;9141;9410;9417		
E7EPT4;P19404	E7EPT4;P19404	1;1	1;1	1;1	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial	NDUFV2	>tr|E7EPT4|E7EPT4_HUMAN NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial OS=Homo sapiens GN=NDUFV2 PE=4 SV=1;>sp|P19404|NDUV2_HUMAN NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial OS=Homo sapiens GN=NDUFV2 PE=1 SV=2	2	1	1	1	1	1	0	1	0	0	0	1	1	1	1	0	1	0	0	0	1	1	1	1	0	1	0	0	0	1	1	5.2	5.2	5.2	27.907	252	252;249	1	5	1	1		1				1	1	9.5871E-05	1.6465	1.1004	12.587	5	NaN	NaN	NaN	1	NaN	NaN	NaN	1	NaN	NaN	NaN	0	NaN	NaN	NaN	1	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	1	NaN	NaN	NaN	1	5.2	5.2	0	5.2	0	0	0	5.2	5.2	40119000	14950000	25169000	7811000	2787700	5023300	6162200	2821100	3341100	0	0	0	7879600	2295200	5584400	0	0	0	0	0	0	0	0	0	9979500	3563900	6415600	8286700	3482100	4804600				165	3	True	3	13;14;15;16;17	17;18;19;20;21;22;23;24	21		
E7EWA4;Q96F07;E7EQ04;E7EVF4;Q7L576;Q96F07-2;E7EVJ5;F5H583;E7EW33;H7C229;Q7L576-2	E7EWA4;Q96F07;E7EQ04;E7EVF4;Q7L576;Q96F07-2;E7EVJ5;F5H583;E7EW33;H7C229;Q7L576-2	1;1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1;1	Cytoplasmic FMR1-interacting protein 2;Cytoplasmic FMR1-interacting protein 1	CYFIP2;CYFIP1	>tr|E7EWA4|E7EWA4_HUMAN Cytoplasmic FMR1-interacting protein 2 OS=Homo sapiens GN=CYFIP2 PE=4 SV=1;>sp|Q96F07|CYFP2_HUMAN Cytoplasmic FMR1-interacting protein 2 OS=Homo sapiens GN=CYFIP2 PE=1 SV=2;>tr|E7EQ04|E7EQ04_HUMAN Cytoplasmic FMR1-interacting protei	11	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0	1	0.5	0.5	0.5	148.42	1278	1278;1278;1255;1253;1253;1253;1227;1178;1057;952;822	1	9	1	2	1	1	1	1			2	0.0097219	2.8229	1.7675	11.012	9	NaN	NaN	NaN	1	NaN	NaN	NaN	2	NaN	NaN	NaN	1	NaN	NaN	NaN	1	NaN	NaN	NaN	1	NaN	NaN	NaN	1	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	2	0.5	0.5	0.5	0.5	0.5	0.5	0	0	0.5	308730000	83459000	225270000	29184000	6344900	22839000	55399000	15487000	39912000	30370000	8777100	21593000	43147000	11781000	31366000	42992000	11092000	31901000	44944000	11298000	33646000	0	0	0	0	0	0	62695000	18680000	44014000				166	932	True	952	4242;4243;4244;4245;4246;4247;4248;4249;4250	4379;4380;4381;4382;4383	4382		
Q14240-2;Q14240;P60842;E7EQG2;P38919;Q9NZE6;B4E102;I3L3F6;I3L3H2;I3L2Z3;E7EMV8;F8WE11;E9PBH4;I3L2M0	Q14240-2;Q14240;P60842;E7EQG2;P38919;Q9NZE6;B4E102;I3L3F6;I3L3H2;I3L2Z3;E7EMV8;F8WE11;E9PBH4;I3L2M0	2;2;2;2;1;1;1;1;1;1;1;1;1;1	2;2;2;2;1;1;1;1;1;1;1;1;1;1	2;2;2;2;1;1;1;1;1;1;1;1;1;1	Eukaryotic initiation factor 4A-II;Eukaryotic initiation factor 4A-I;Eukaryotic initiation factor 4A-III	EIF4A2;EIF4A1;EIF4A3	>sp|Q14240-2|IF4A2_HUMAN Isoform 2 of Eukaryotic initiation factor 4A-II OS=Homo sapiens GN=EIF4A2;>sp|Q14240|IF4A2_HUMAN Eukaryotic initiation factor 4A-II OS=Homo sapiens GN=EIF4A2 PE=1 SV=2;>sp|P60842|IF4A1_HUMAN Eukaryotic initiation factor 4A-I OS=Hom	14	2	2	2	1	1	1	1	1	1	1	0	2	1	1	1	1	1	1	1	0	2	1	1	1	1	1	1	1	0	2	6.4	6.4	6.4	46.489	408	408;407;406;362;411;312;146;133;125;122;98;97;96;80	1	9	1	1	1	1	1	1	1		2	6.9471E-06	2.3838	1.5003	18.407	8	NaN	NaN	NaN	1	NaN	NaN	NaN	1	NaN	NaN	NaN	1	NaN	NaN	NaN	1	NaN	NaN	NaN	1	NaN	NaN	NaN	1	NaN	NaN	NaN	1	NaN	NaN	NaN	0	NaN	NaN	NaN	1	2.5	2.5	2.5	2.5	2.5	2.5	2.5	0	6.4	97254000	26923000	70332000	12971000	2800800	10171000	12760000	3481900	9277800	12169000	2867600	9301300	13853000	3641400	10211000	11841000	3822500	8018600	11146000	2899300	8246400	11598000	3621800	7976100	0	0	0	10917000	3787300	7129400				167	797;2349	True;True	813;2411	3714;10668;10669;10670;10671;10672;10673;10674;10675	3868;11114;11115;11116;11117;11118;11119;11120;11121	3868;11116		
P15311;E7EQR4	P15311;E7EQR4	12;12	9;9	9;9	Ezrin	EZR	>sp|P15311|EZRI_HUMAN Ezrin OS=Homo sapiens GN=EZR PE=1 SV=4;>tr|E7EQR4|E7EQR4_HUMAN Ezrin OS=Homo sapiens GN=EZR PE=4 SV=2	2	12	9	9	5	5	7	6	7	8	8	5	5	3	5	6	5	5	7	6	4	4	3	5	6	5	5	7	6	4	4	21.8	16.6	16.6	69.412	586	586;554	1	57	4	6	7	6	8	9	8	4	5	6.6539E-118	2.6308	1.6575	24.213	57	2.4987	1.8146	17.121	4	2.5706	1.637	15.592	6	2.6327	1.6369	50.196	7	2.6895	1.7239	31.853	6	2.7642	1.6827	16.235	8	2.561	1.6275	15.219	9	2.593	1.5935	17.498	8	2.4296	1.6036	20.669	4	2.4511	1.6575	23.895	5	9.7	9.7	13.1	10.6	14	15	14.7	9.7	9.2	1185500000	328100000	857450000	68632000	18756000	49876000	94488000	26686000	67803000	113360000	32523000	80836000	220230000	60375000	159850000	193730000	53145000	140590000	197400000	50748000	146650000	141310000	41056000	100250000	80107000	22790000	57317000	76297000	22020000	54277000				168	138;174;206;235;560;942;985;1725;1796;1797;1961;2099	True;True;False;True;True;True;False;True;True;False;True;True	143;180;212;241;573;962;1005;1775;1849;1850;2016;2155	623;624;625;757;896;897;898;899;900;1049;1050;1051;1052;1053;1054;1055;2674;2675;2676;2677;2678;2679;2680;2681;2682;2683;2684;2685;4285;4286;4287;4288;4289;4485;4486;4487;4488;4489;7762;7763;7764;7765;7766;7767;7768;8080;8081;8082;8757;8758;8759;8760;8761;8762;8763;8764;8765;8766;8767;8768;8769;8770;8771;8772;8773;9428;9429;9430;9431	656;787;943;944;945;946;947;1114;1115;1116;1117;1118;2814;2815;2816;2817;2818;2819;2820;2821;4417;4418;4419;4420;4421;4422;4423;4424;4425;4426;4631;4632;4633;4634;4635;8049;8050;8051;8052;8053;8054;8383;8384;8385;9094;9095;9096;9097;9098;9099;9100;9101;9102;9103;9104;9105;9106;9107;9108;9109;9110;9111;9819;9820;9821;9822	656;787;944;1116;2816;4423;4635;8052;8383;8385;9104;9819		
Q9UKV3;Q9UKV3-5;E7EQT4	Q9UKV3;Q9UKV3-5;E7EQT4	2;2;2	2;2;2	2;2;2	Apoptotic chromatin condensation inducer in the nucleus	ACIN1	>sp|Q9UKV3|ACINU_HUMAN Apoptotic chromatin condensation inducer in the nucleus OS=Homo sapiens GN=ACIN1 PE=1 SV=2;>sp|Q9UKV3-5|ACINU_HUMAN Isoform 4 of Apoptotic chromatin condensation inducer in the nucleus OS=Homo sapiens GN=ACIN1;>tr|E7EQT4|E7EQT4_HUMAN	3	2	2	2	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	2.1	2.1	2.1	151.86	1341	1341;1328;1301	1	3	1					1		1		0.00037337	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	1.4	0	0	0	0	0.7	0	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				169	1400;1960	True;True	1426;2015	6348;6349;8756	6573;6574;9093	6574;9093		
Q9P107;E7ERB7	Q9P107;E7ERB7	1;1	1;1	1;1	GEM-interacting protein	GMIP	>sp|Q9P107|GMIP_HUMAN GEM-interacting protein OS=Homo sapiens GN=GMIP PE=1 SV=2;>tr|E7ERB7|E7ERB7_HUMAN GEM-interacting protein OS=Homo sapiens GN=GMIP PE=4 SV=1	2	1	1	1	0	1	1	1	0	0	1	1	1	0	1	1	1	0	0	1	1	1	0	1	1	1	0	0	1	1	1	1.6	1.6	1.6	106.68	970	970;941	1	6		1	1	1			1	1	1	1.0356E-31	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	0	1.6	1.6	1.6	0	0	1.6	1.6	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				170	281	True	288	1285;1286;1287;1288;1289;1290	1350;1351;1352;1353;1354;1355	1351		
P51991;P51991-2;E7ERJ4;E7EWI9;H7C1J8	P51991;P51991-2;E7ERJ4;E7EWI9;H7C1J8	2;2;2;2;2	2;2;2;2;2	2;2;2;2;2	Heterogeneous nuclear ribonucleoprotein A3	HNRNPA3	>sp|P51991|ROA3_HUMAN Heterogeneous nuclear ribonucleoprotein A3 OS=Homo sapiens GN=HNRNPA3 PE=1 SV=2;>sp|P51991-2|ROA3_HUMAN Isoform 2 of Heterogeneous nuclear ribonucleoprotein A3 OS=Homo sapiens GN=HNRNPA3;>tr|E7ERJ4|E7ERJ4_HUMAN Heterogeneous nuclear r	5	2	2	2	1	1	2	1	1	1	1	1	0	1	1	2	1	1	1	1	1	0	1	1	2	1	1	1	1	1	0	9.3	9.3	9.3	39.594	378	378;356;323;322;115	1	9	1	1	2	1	1	1	1	1		2.0672E-23	1.9091	1.1781	19.519	9	NaN	NaN	NaN	1	NaN	NaN	NaN	1	NaN	NaN	NaN	2	NaN	NaN	NaN	1	NaN	NaN	NaN	1	NaN	NaN	NaN	1	NaN	NaN	NaN	1	NaN	NaN	NaN	1	NaN	NaN	NaN	0	3.4	3.4	9.3	3.4	3.4	3.4	3.4	3.4	0	252580000	92049000	160530000	23662000	8229200	15433000	28946000	9538100	19408000	40978000	17503000	23475000	30013000	11448000	18565000	39308000	12454000	26855000	31430000	9106700	22323000	24831000	9079200	15752000	33416000	14691000	18724000	0	0	0				171	771;1991	True;True	787;2046	3626;3627;3628;3629;3630;3631;3632;3633;8933	3775;3776;3777;3778;3779;3780;3781;3782;9280	3780;9280		
E7ES52;P46527;B4DPH2;H7C2T1	E7ES52;P46527;B4DPH2;H7C2T1	2;2;1;1	2;2;1;1	2;2;1;1	Cyclin-dependent kinase inhibitor 1B	CDKN1B	>tr|E7ES52|E7ES52_HUMAN Cyclin-dependent kinase inhibitor 1B OS=Homo sapiens GN=CDKN1B PE=4 SV=1;>sp|P46527|CDN1B_HUMAN Cyclin-dependent kinase inhibitor 1B OS=Homo sapiens GN=CDKN1B PE=1 SV=1;>tr|B4DPH2|B4DPH2_HUMAN Cyclin-dependent kinase inhibitor 1B OS	4	2	2	2	1	1	1	1	1	2	0	1	1	1	1	1	1	1	2	0	1	1	1	1	1	1	1	2	0	1	1	15.1	15.1	15.1	23.183	205	205;198;147;104	1	9	1	1	1	1	1	2		1	1	7.6979E-68	0.90274	0.52987	21.544	5	NaN	NaN	NaN	1	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	1	NaN	NaN	NaN	1	NaN	NaN	NaN	1	NaN	NaN	NaN	0	NaN	NaN	NaN	1	NaN	NaN	NaN	0	8.8	6.3	8.8	6.3	8.8	15.1	0	8.8	8.8	43186000	23162000	20024000	6060600	3518800	2541800	0	0	0	0	0	0	9048900	5205400	3843500	9016800	4247400	4769400	12967000	6278400	6688800	0	0	0	6092000	3911500	2180600	0	0	0				172	1595;2064	True;True	1642;2119	7203;7204;7205;9261;9262;9263;9264;9265;9266	7452;7453;7454;9627;9628;9629;9630;9631;9632;9633	7453;9633		
